Date,Open,High,Low,Close,Adj Close,Volume
2010-10-04,269.899994,270.989990,264.010010,264.630005,182.761795,837210
2010-10-05,265.010010,268.980011,265.000000,265.440002,183.321213,1005370
2010-10-06,295.500000,295.500000,267.100006,270.394989,186.743256,1501560
2010-10-07,270.500000,274.799988,267.000000,270.065002,186.515350,1002540
2010-10-08,273.399994,273.399994,267.000000,267.575012,184.795685,528650
2010-10-11,265.000000,270.899994,265.000000,266.125000,183.794250,560190
2010-10-12,268.295013,268.295013,264.500000,266.065002,183.752838,516310
2010-10-13,268.799988,268.799988,265.500000,266.250000,183.880615,567020
2010-10-14,266.519989,272.190002,266.519989,269.904999,186.404861,688440
2010-10-15,270.000000,272.500000,265.500000,265.779999,183.555969,2046760
2010-10-18,266.579987,271.500000,263.000000,265.894989,183.635376,629320
2010-10-19,272.000000,272.000000,262.799988,263.570007,182.029709,550900
2010-10-20,263.000000,263.399994,259.500000,260.440002,179.867996,377650
2010-10-21,261.220001,264.364990,261.024994,263.535004,182.005539,248890
2010-10-22,264.329987,265.989990,261.725006,262.359985,181.194046,505670
2010-10-25,262.299988,264.799988,261.299988,262.070007,180.993759,208310
2010-10-26,262.510010,264.000000,258.989990,259.195007,179.008179,788170
2010-10-27,262.000000,262.000000,249.000000,250.259995,172.837387,3048540
2010-10-28,261.200012,269.799988,250.264999,264.845001,182.910278,2595310
2010-10-29,265.000000,270.989990,265.000000,268.774994,191.779465,921330
2010-11-01,270.100006,271.200012,267.799988,270.505005,193.013885,403850
2010-11-02,271.005005,279.899994,269.500000,279.279999,199.275101,1019880
2010-11-03,282.200012,282.200012,268.195007,269.489990,192.289627,1119490
2010-11-04,269.904999,273.000000,265.000000,266.304993,190.017029,1016060
2010-11-08,268.700012,275.269989,268.700012,274.084991,195.568298,575620
2010-11-09,274.320007,275.984985,268.799988,275.540009,196.606537,378020
2010-11-10,275.500000,277.500000,273.385010,274.744995,196.039230,460770
2010-11-11,274.744995,274.744995,262.000000,265.084991,189.146500,1187270
2010-11-12,266.500000,269.899994,262.000000,263.929993,188.322418,735520
2010-11-15,266.000000,268.899994,262.000000,266.359985,190.056274,1520250
2010-11-16,266.355011,267.500000,262.595001,265.845001,189.688797,751010
2010-11-18,266.000000,269.500000,258.500000,265.230011,189.250000,544410
2010-11-19,267.399994,268.010010,261.010010,263.660004,188.129776,409590
2010-11-22,265.114990,268.500000,261.100006,265.934998,189.753006,940390
2010-11-23,264.899994,264.899994,260.100006,263.934998,188.325943,1129610
2010-11-24,264.000000,266.899994,258.799988,260.410004,185.810745,474270
2010-11-25,263.445007,263.445007,245.000000,252.039993,179.838516,842470
2010-11-26,257.500000,262.119995,247.000000,254.770004,181.786453,1318640
2010-11-29,255.110001,261.654999,255.110001,258.575012,184.501434,1395800
2010-11-30,255.994995,265.994995,255.994995,264.890015,189.007416,498590
2010-12-01,263.535004,272.399994,263.535004,268.040009,191.254990,769630
2010-12-02,268.040009,272.000000,264.200012,265.184998,189.217865,177150
2010-12-03,269.000000,269.000000,263.899994,267.005005,190.516510,239010
2010-12-06,267.065002,269.250000,267.065002,268.209991,191.376328,155110
2010-12-07,268.209991,271.885010,266.399994,270.765015,193.199402,378240
2010-12-08,268.619995,271.790009,265.105011,265.804993,189.660248,295600
2010-12-09,262.505005,268.500000,261.049988,264.359985,188.629196,380440
2010-12-10,264.105011,267.399994,263.500000,266.464996,190.131210,306640
2010-12-13,266.010010,270.649994,266.010010,269.725006,192.457336,151230
2010-12-14,269.825012,274.730011,269.825012,274.095001,195.575424,254230
2010-12-15,274.100006,274.899994,270.000000,271.119995,193.452667,102440
2010-12-16,272.994995,273.334991,268.399994,270.614990,193.092331,871300
2010-12-20,270.000000,277.494995,270.000000,276.480011,197.277191,479770
2010-12-21,276.480011,293.600006,273.024994,291.619995,208.080093,1723330
2010-12-22,293.000000,297.399994,292.100006,294.149994,209.885315,1031220
2010-12-23,290.299988,302.730011,287.250000,296.390015,211.483643,1661630
2010-12-24,296.000000,296.500000,287.510010,288.774994,206.050049,649270
2010-12-27,286.649994,289.959991,282.299988,283.970001,202.621567,379800
2010-12-28,283.545013,284.649994,280.200012,281.250000,200.680740,250590
2010-12-29,281.315002,285.500000,281.005005,281.774994,201.055359,399750
2010-12-30,282.339996,284.399994,280.674988,282.290009,201.422836,574180
2010-12-31,281.100006,289.299988,281.100006,287.869995,205.404297,480390
2011-01-03,289.799988,293.739990,286.005005,287.454987,205.108200,454300
2011-01-04,289.899994,289.899994,282.600006,283.619995,202.371841,249220
2011-01-05,288.000000,289.500000,283.024994,288.049988,205.532761,710350
2011-01-06,288.200012,289.399994,284.250000,284.950012,203.320831,149280
2011-01-07,284.954987,286.790009,276.135010,277.575012,198.058548,498710
2011-01-10,278.505005,278.505005,264.799988,267.774994,191.065918,443160
2011-01-11,267.774994,272.899994,261.299988,270.334991,192.892548,481380
2011-01-12,272.000000,274.399994,267.600006,272.630005,194.530151,213110
2011-01-13,273.899994,276.489990,270.010010,271.375000,193.634659,179330
2011-01-14,268.505005,273.450012,268.484985,272.589996,194.501541,215480
2011-01-17,269.554993,269.554993,265.500000,266.285004,190.002762,2088300
2011-01-18,269.000000,269.000000,263.600006,265.475006,189.424789,2624210
2011-01-19,266.000000,269.850006,265.600006,266.834991,190.395172,170210
2011-01-20,265.700012,268.489990,264.019989,267.429993,190.819748,927100
2011-01-21,263.600006,268.899994,263.600006,266.350006,190.049118,769560
2011-01-24,266.350006,270.989990,260.114990,262.095001,187.013046,1504870
2011-01-25,262.095001,264.390015,259.500000,259.984985,185.507507,1601180
2011-01-27,259.500000,266.410004,259.500000,260.005005,185.521790,749710
2011-01-28,264.690002,264.690002,255.000000,257.910004,184.026917,2734200
2011-01-31,256.500000,259.899994,248.205002,257.750000,183.912766,2249850
2011-02-01,257.494995,258.005005,244.500000,248.789993,177.519531,1738540
2011-02-02,248.300003,252.505005,244.565002,248.544998,177.344696,751250
2011-02-03,245.005005,253.399994,243.994995,247.160004,176.356445,737380
2011-02-04,245.005005,250.690002,245.005005,248.625000,177.401794,1617390
2011-02-07,248.705002,253.100006,248.100006,250.154999,178.493500,526160
2011-02-08,250.699997,256.500000,247.110001,247.960007,176.927292,722100
2011-02-09,247.750000,249.279999,242.804993,247.520004,176.613358,994890
2011-02-10,246.005005,251.399994,245.509995,248.375000,177.223404,649160
2011-02-11,249.934998,252.104996,245.600006,249.854996,178.279404,2277190
2011-02-14,248.160004,262.380005,244.550003,260.000000,185.518234,946210
2011-02-15,258.200012,262.505005,257.500000,258.790009,184.654831,340780
2011-02-16,258.500000,261.750000,255.000000,256.445007,182.981613,337740
2011-02-17,259.695007,260.019989,254.600006,259.480011,185.147202,326200
2011-02-18,258.500000,261.269989,258.500000,259.910004,185.453995,1486590
2011-02-21,260.000000,262.399994,250.520004,257.079987,183.434708,399940
2011-02-22,256.204987,256.204987,250.000000,251.009995,179.103561,350370
2011-02-23,248.005005,249.899994,245.220001,247.804993,176.816696,1136200
2011-02-24,246.699997,248.500000,239.800003,241.134995,172.057434,1850230
2011-02-25,240.500000,247.000000,239.529999,240.649994,171.711349,1803780
2011-02-28,236.399994,245.000000,236.399994,240.070007,171.297531,1149580
2011-03-01,242.475006,254.789993,241.000000,253.279999,180.723282,512760
2011-03-03,250.110001,256.364990,248.500000,253.794998,181.090714,618850
2011-03-04,257.494995,259.700012,249.110001,250.824997,178.971542,1322350
2011-03-07,250.005005,252.695007,244.220001,250.520004,178.753937,414940
2011-03-08,252.399994,252.559998,250.000000,250.009995,178.390030,632510
2011-03-09,252.195007,252.690002,250.000000,250.100006,178.454269,812960
2011-03-10,249.509995,251.399994,249.000000,250.005005,178.386444,699360
2011-03-11,249.899994,253.970001,248.500000,252.964996,180.498505,515120
2011-03-14,252.199997,255.500000,250.634995,252.815002,180.391525,314810
2011-03-15,250.100006,255.000000,250.000000,253.119995,180.609131,360200
2011-03-16,258.795013,258.795013,253.570007,255.320007,182.178894,218810
2011-03-17,252.399994,259.500000,250.500000,257.920013,184.034073,1134550
2011-03-18,258.799988,260.505005,250.100006,254.630005,181.686554,1905090
2011-03-21,253.014999,253.014999,250.904999,252.365005,180.070419,423130
2011-03-22,253.425003,255.369995,250.600006,250.979996,179.082169,123290
2011-03-23,250.789993,255.500000,250.789993,254.574997,181.647308,343430
2011-03-24,254.000000,255.815002,250.000000,250.285004,178.586273,580510
2011-03-25,251.154999,264.299988,251.154999,252.925003,180.469955,389990
2011-03-28,253.100006,255.695007,251.500000,252.740005,180.337982,354530
2011-03-29,252.205002,254.434998,251.115005,251.585007,179.513855,212750
2011-03-30,251.585007,257.494995,248.524994,253.619995,180.965851,1299430
2011-03-31,252.899994,256.890015,251.104996,252.580002,180.223816,648870
2011-04-01,256.894989,256.894989,251.100006,252.054993,179.849213,573840
2011-04-04,255.000000,255.000000,252.220001,252.964996,180.498505,1021200
2011-04-05,253.304993,259.899994,253.304993,256.679993,183.149277,666060
2011-04-06,256.500000,259.200012,254.240005,254.970001,181.929153,675370
2011-04-07,257.899994,257.899994,254.589996,255.169998,182.071838,598320
2011-04-08,256.989990,261.285004,255.024994,256.035004,182.689087,1077600
2011-04-11,255.500000,257.904999,254.024994,256.649994,183.127884,370720
2011-04-13,256.500000,263.394989,255.130005,261.774994,186.784744,1735420
2011-04-15,261.700012,263.489990,257.614990,262.084991,187.005875,372290
2011-04-18,263.765015,263.765015,256.505005,258.165009,184.208893,242020
2011-04-19,258.774994,258.774994,255.000000,256.915009,183.316956,180150
2011-04-20,259.994995,262.000000,255.514999,256.880005,183.291992,137050
2011-04-21,259.450012,259.899994,257.130005,259.130005,184.897446,98270
2011-04-25,259.700012,267.480011,259.010010,266.209991,189.949234,587080
2011-04-26,266.500000,269.200012,264.609985,265.589996,189.506851,362950
2011-04-27,267.795013,267.899994,265.109985,266.785004,190.359528,770530
2011-04-28,267.500000,272.315002,265.225006,269.084991,192.000626,893770
2011-04-29,269.084991,278.000000,269.040009,277.459991,197.976456,2035230
2011-05-02,277.500000,281.899994,272.500000,274.309998,195.728806,400330
2011-05-03,274.989990,279.899994,271.049988,277.299988,197.862320,1040070
