Date,Open,High,Low,Close,Adj Close,Volume
2010-10-04,120.000000,121.199997,116.599998,116.833000,96.494858,12965504
2010-10-05,117.333000,117.932999,115.667000,115.866997,95.697014,12483996
2010-10-06,117.432999,117.967003,113.866997,115.266998,95.201469,10790072
2010-10-07,115.866997,116.266998,114.133003,114.599998,94.650574,11788662
2010-10-08,114.667000,115.567001,113.067001,114.967003,94.953697,11291262
2010-10-11,115.900002,116.300003,114.233002,115.300003,95.228722,7472374
2010-10-12,114.599998,115.199997,112.766998,113.967003,94.127777,7683312
2010-10-13,115.333000,117.233002,113.667000,116.733002,96.412270,16060322
2010-10-14,117.800003,117.900002,115.900002,116.699997,96.385010,7065405
2010-10-15,117.333000,117.333000,114.233002,114.633003,94.677834,6708072
2010-10-18,114.667000,115.233002,111.400002,114.366997,94.458138,12772917
2010-10-19,114.467003,115.500000,112.733002,113.667000,93.879990,8865621
2010-10-20,112.833000,114.199997,111.667000,112.000000,92.503189,8675724
2010-10-21,113.233002,116.667000,111.532997,116.233002,95.999306,6655713
2010-10-22,116.067001,116.333000,113.467003,114.133003,94.264877,5044809
2010-10-25,115.500000,115.599998,112.400002,112.766998,93.136658,10277516
2010-10-26,113.567001,115.567001,112.733002,114.500000,94.567986,9176379
2010-10-27,114.500000,114.599998,111.467003,111.900002,92.420593,7460368
2010-10-28,112.766998,114.467003,110.000000,111.366997,91.980377,34655488
2010-10-29,112.733002,114.599998,110.467003,114.133003,94.264877,27593872
2010-11-01,115.000000,115.667000,113.900002,114.567001,94.623329,12801544
2010-11-02,114.800003,116.000000,114.000000,115.599998,95.476501,6944288
2010-11-03,116.000000,118.067001,116.000000,117.032997,96.660042,14416686
2010-11-04,118.233002,118.333000,116.699997,118.000000,97.458702,8817182
2010-11-08,119.599998,119.599998,116.400002,117.099998,96.715370,6954382
2010-11-09,117.333000,118.967003,116.067001,118.532997,97.898918,6835545
2010-11-10,118.333000,118.932999,117.599998,118.000000,97.458702,5454314
2010-11-11,118.333000,118.667000,116.432999,116.900002,96.550194,3753708
2010-11-12,117.266998,118.000000,114.932999,115.900002,95.724281,6218644
2010-11-15,115.599998,117.000000,114.167000,116.766998,96.440346,3976958
2010-11-16,117.300003,117.633003,112.366997,113.300003,93.576897,8604540
2010-11-18,117.167000,117.167000,112.333000,114.633003,94.677834,12344361
