Date,Open,High,Low,Close,Adj Close,Volume
2010-10-04,76.560600,77.240700,75.297501,76.113701,41.875244,320714
2010-10-05,75.307297,76.560600,75.010902,75.686203,41.640049,330811
2010-10-06,78.892403,78.892403,75.103203,77.673103,42.733185,712004
2010-10-07,76.852097,78.406601,75.608498,76.157402,41.899292,392072
2010-10-08,75.783302,77.629303,75.448097,75.710503,41.653423,206468
2010-10-11,76.026199,77.532204,76.026199,77.109596,42.423157,172893
2010-10-12,75.987396,78.110298,75.987396,77.546799,42.663696,230573
2010-10-13,76.852097,78.212303,76.852097,77.493301,42.634262,376098
2010-10-14,77.532204,78.406601,77.532204,78.251198,43.051235,484859
2010-10-15,77.240700,78.309402,75.982498,76.259399,41.955410,152422
2010-10-18,77.629303,77.629303,72.382797,73.835297,40.621750,660130
2010-10-19,75.297501,75.297501,72.577103,72.985199,40.154049,536332
2010-10-20,73.840202,75.297501,73.548698,74.403702,40.934464,274151
2010-10-21,74.811798,75.200401,74.617401,74.967201,41.244488,248111
2010-10-22,75.491898,75.491898,74.811798,75.093498,41.313969,90718
2010-10-25,75.006104,77.459297,74.811798,76.871498,42.292164,187416
2010-10-26,76.560600,77.522499,75.317001,76.167099,41.904625,91583
2010-10-27,76.191399,76.740303,74.811798,75.525902,41.551857,76257
2010-10-28,74.908897,75.783302,74.821503,74.870003,41.191010,59377
2010-10-29,74.661201,76.754898,71.877602,75.244102,41.396828,379320
2010-11-01,76.754898,77.823700,75.929100,77.590500,42.687733,231406
2010-11-02,78.212303,81.418503,77.629303,78.348297,43.104652,1631680
2010-11-03,78.698097,79.538498,77.240700,77.653603,42.722450,223213
2010-11-04,76.317703,78.873001,76.317703,78.727203,43.313114,170166
2010-11-08,78.887497,79.378197,77.877098,78.615501,43.251659,136623
2010-11-09,78.017998,80.446899,78.017998,79.261597,43.607117,354093
2010-11-10,78.698097,80.048599,78.503799,78.688400,43.291767,256469
2010-11-11,78.892403,79.086700,76.366302,77.328102,42.543369,406132
2010-11-12,77.328102,77.532204,75.307297,76.050499,41.840481,361514
2010-11-15,75.588997,77.716797,75.588997,75.933899,41.776329,219251
2010-11-16,75.793098,77.226097,72.975502,75.647301,41.618652,368821
2010-11-18,77.532204,77.532204,71.508400,75.035202,41.281895,167387
2010-11-19,74.806900,76.453697,72.883202,73.995598,40.709942,151845
2010-11-22,73.840202,75.394699,73.062897,74.214203,40.830212,110377
2010-11-23,74.325996,75.006104,73.160103,74.248199,40.848915,117057
2010-11-24,73.548698,75.253799,73.354401,73.699303,40.546928,89771
2010-11-25,73.937302,73.937302,70.444504,71.377197,39.269379,191935
2010-11-26,70.828300,72.091301,63.152802,70.940002,39.028851,551544
2010-11-29,70.940002,70.940002,65.698303,69.332001,38.144180,448979
2010-11-30,68.593597,69.944099,67.622002,68.724800,37.810116,93590
2010-12-01,68.982300,71.100304,68.982300,69.302902,38.128174,101783
2010-12-02,69.759499,72.674301,69.215401,72.076797,39.654278,116099
2010-12-03,72.091301,72.091301,68.982300,69.948997,38.483635,63865
2010-12-06,70.439598,70.731102,68.496498,68.705399,37.799442,46502
2010-12-07,70.828300,70.828300,64.610199,65.265999,35.907204,670577
2010-12-08,65.581703,66.164703,64.124397,65.100800,35.816315,256757
2010-12-09,67.034203,67.034203,62.084000,64.221497,35.332554,689577
2010-12-10,67.019699,67.913498,61.403900,66.791397,36.746429,125733
2010-12-13,66.771896,68.885101,64.343002,67.879501,37.345066,71667
2010-12-14,68.399300,68.953102,66.359001,68.545097,37.711250,58832
2010-12-15,67.233398,68.010696,66.203598,67.087700,36.909439,17981
2010-12-16,67.719200,67.719200,66.266701,66.849602,36.778450,12516
2010-12-20,66.650497,67.908699,65.581703,66.844803,36.775810,96451
2010-12-21,66.553299,67.816399,65.882896,66.480499,36.575378,93940
