Time,EICHERMOT,KOTAKBANK,HCLTECH,HINDUNILVR,TCS,BRITANNIA,BHARTIARTL,ASIANPAINT,BAJFINANCE,ADANIPORTS,UPL,GAIL,BAJAJFINSV,M&M,SBIN,HEROMOTOCO,INDUSINDBK,JSWSTEEL,ULTRACEMCO,TITAN,LT,BPCL,DRREDDY,ITC,HDFCBANK,POWERGRID,SUNPHARMA,BAJAJ-AUTO,NTPC,ONGC,MARUTI,TATASTEEL,INFY,AXISBANK,HDFC,COALINDIA,ICICIBANK,TATAMOTORS,GRASIM,IOC,TECHM,CIPLA,RELIANCE,INFRATEL,HINDALCO
06-03-2020 14:15,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold
